instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2901,2011-05-05,2,0,5,18,0,4,1,1,41.0,50.0,26.0,28.360000000000003,64,456,520
2902,2011-05-05,2,0,5,19,0,4,1,1,41.0,50.0,28.000000000000004,22.39,56,305,361
2903,2011-05-05,2,0,5,20,0,4,1,1,41.0,48.480000000000004,34.0,16.42,33,225,258
2904,2011-05-05,2,0,5,21,0,4,1,1,41.0,48.480000000000004,36.0,19.400000000000002,39,141,180
2905,2011-05-05,2,0,5,22,0,4,1,1,41.0,46.97,39.0,19.400000000000002,30,135,165
2906,2011-05-05,2,0,5,23,0,4,1,1,41.0,45.45,41.0,19.400000000000002,16,99,115
2907,2011-05-06,2,0,5,0,0,5,1,1,41.0,43.94,44.0,16.42,13,43,56
2908,2011-05-06,2,0,5,1,0,5,1,1,40.0,40.910000000000004,62.0,16.42,8,24,32
2909,2011-05-06,2,0,5,2,0,5,1,1,38.0,39.39,62.0,10.45,1,15,16
2910,2011-05-06,2,0,5,3,0,5,1,1,36.0,36.36,71.0,10.45,3,6,9
2911,2011-05-06,2,0,5,4,0,5,1,1,36.0,36.36,71.0,10.45,0,1,1
2912,2011-05-06,2,0,5,5,0,5,1,1,34.0,34.849999999999994,81.0,10.45,0,16,16
2913,2011-05-06,2,0,5,6,0,5,1,1,36.0,36.36,81.0,8.959999999999999,8,74,82
2914,2011-05-06,2,0,5,7,0,5,1,1,40.0,40.910000000000004,82.0,0.0,20,202,222
2915,2011-05-06,2,0,5,8,0,5,1,1,41.0,42.42,77.0,25.369999999999997,35,415,450
2916,2011-05-06,2,0,5,9,0,5,1,1,41.0,45.45,67.0,28.360000000000003,27,161,188
2917,2011-05-06,2,0,5,10,0,5,1,2,41.0,50.0,49.0,32.84,30,97,127
2918,2011-05-06,2,0,5,11,0,5,1,2,41.0,50.0,49.0,32.84,42,123,165
2919,2011-05-06,2,0,5,12,0,5,1,1,41.0,50.0,49.0,35.82,48,198,246
2920,2011-05-06,2,0,5,13,0,5,1,1,41.0,50.0,40.0,32.84,71,182,253
2921,2011-05-06,2,0,5,14,0,5,1,1,41.0,50.0,40.0,44.78,86,127,213
2922,2011-05-06,2,0,5,15,0,5,1,1,41.0,50.0,38.0,38.81,89,171,260
2923,2011-05-06,2,0,5,16,0,5,1,1,41.0,50.0,40.0,25.369999999999997,82,262,344
2924,2011-05-06,2,0,5,17,0,5,1,1,41.0,50.0,40.0,35.82,83,470,553
2925,2011-05-06,2,0,5,18,0,5,1,3,41.0,50.0,52.0,35.82,85,385,470
2926,2011-05-06,2,0,5,19,0,5,1,3,41.0,50.0,52.0,35.82,39,253,292
2927,2011-05-06,2,0,5,20,0,5,1,1,41.0,50.0,48.0,10.45,29,161,190
2928,2011-05-06,2,0,5,21,0,5,1,1,41.0,46.97,67.0,13.43,22,130,152
2929,2011-05-06,2,0,5,22,0,5,1,1,41.0,45.45,72.0,22.39,46,105,151
2930,2011-05-06,2,0,5,23,0,5,1,1,41.0,43.94,82.0,13.43,27,93,120
2931,2011-05-07,2,0,5,0,0,6,0,1,41.0,42.42,82.0,13.43,10,76,86
2932,2011-05-07,2,0,5,1,0,6,0,1,41.0,42.42,82.0,10.45,8,50,58
2933,2011-05-07,2,0,5,2,0,6,0,1,41.0,42.42,82.0,8.959999999999999,5,47,52
2934,2011-05-07,2,0,5,3,0,6,0,1,41.0,42.42,77.0,8.959999999999999,9,9,18
2935,2011-05-07,2,0,5,4,0,6,0,1,40.0,40.910000000000004,82.0,10.45,1,4,5
2936,2011-05-07,2,0,5,5,0,6,0,1,41.0,45.45,59.0,13.43,4,3,7
2937,2011-05-07,2,0,5,6,0,6,0,1,41.0,42.42,77.0,8.959999999999999,1,12,13
2938,2011-05-07,2,0,5,7,0,6,0,1,41.0,46.97,59.0,0.0,8,32,40
2939,2011-05-07,2,0,5,8,0,6,0,1,41.0,50.0,52.0,19.400000000000002,19,96,115
2940,2011-05-07,2,0,5,9,0,6,0,1,41.0,50.0,49.0,28.360000000000003,54,164,218
2941,2011-05-07,2,0,5,10,0,6,0,1,41.0,50.0,49.0,29.849999999999998,90,208,298
2942,2011-05-07,2,0,5,11,0,6,0,1,41.0,50.0,43.0,0.0,132,215,347
2943,2011-05-07,2,0,5,12,0,6,0,1,41.0,50.0,40.0,19.400000000000002,129,244,373
2944,2011-05-07,2,0,5,13,0,6,0,1,41.0,50.0,35.0,28.360000000000003,196,240,436
2945,2011-05-07,2,0,5,14,0,6,0,3,41.0,50.0,35.0,16.42,143,235,378
2946,2011-05-07,2,0,5,15,0,6,0,1,41.0,50.0,38.0,25.369999999999997,148,230,378
2947,2011-05-07,2,0,5,16,0,6,0,1,41.0,50.0,38.0,19.400000000000002,119,223,342
2948,2011-05-07,2,0,5,17,0,6,0,1,41.0,50.0,40.0,22.39,138,216,354
2949,2011-05-07,2,0,5,18,0,6,0,1,41.0,50.0,37.0,16.42,114,175,289
2950,2011-05-07,2,0,5,19,0,6,0,1,41.0,50.0,43.0,19.400000000000002,88,179,267
2951,2011-05-07,2,0,5,20,0,6,0,1,41.0,50.0,43.0,13.43,82,137,219
2952,2011-05-07,2,0,5,21,0,6,0,1,41.0,50.0,49.0,22.39,58,124,182
2953,2011-05-07,2,0,5,22,0,6,0,1,41.0,50.0,49.0,19.400000000000002,26,94,120
2954,2011-05-07,2,0,5,23,0,6,0,1,41.0,48.480000000000004,59.0,10.45,30,89,119
2955,2011-05-08,2,0,5,0,0,0,0,2,41.0,48.480000000000004,59.0,10.45,22,78,100
2956,2011-05-08,2,0,5,1,0,0,0,2,41.0,50.0,55.00000000000001,0.0,8,56,64
2957,2011-05-08,2,0,5,2,0,0,0,1,41.0,46.97,63.0,0.0,17,42,59
2958,2011-05-08,2,0,5,3,0,0,0,1,41.0,45.45,72.0,8.959999999999999,10,21,31
2959,2011-05-08,2,0,5,4,0,0,0,1,41.0,42.42,82.0,0.0,2,8,10
2960,2011-05-08,2,0,5,5,0,0,0,2,41.0,43.94,77.0,0.0,0,5,5
2961,2011-05-08,2,0,5,6,0,0,0,2,41.0,43.94,82.0,0.0,2,4,6
2962,2011-05-08,2,0,5,7,0,0,0,2,41.0,45.45,82.0,0.0,8,15,23
2963,2011-05-08,2,0,5,8,0,0,0,1,41.0,50.0,63.0,13.43,28,58,86
2964,2011-05-08,2,0,5,9,0,0,0,1,41.0,50.0,52.0,22.39,48,112,160
2965,2011-05-08,2,0,5,10,0,0,0,1,41.0,50.0,49.0,13.43,91,153,244
2966,2011-05-08,2,0,5,11,0,0,0,1,41.0,50.0,49.0,8.959999999999999,142,198,340
2967,2011-05-08,2,0,5,12,0,0,0,1,41.0,50.0,46.0,8.959999999999999,139,243,382
2968,2011-05-08,2,0,5,13,0,0,0,1,41.0,50.0,49.0,13.43,166,224,390
2969,2011-05-08,2,0,5,14,0,0,0,1,41.0,50.0,49.0,0.0,126,240,366
2970,2011-05-08,2,0,5,15,0,0,0,1,41.0,50.0,49.0,0.0,128,230,358
2971,2011-05-08,2,0,5,16,0,0,0,1,41.0,50.0,46.0,10.45,122,263,385
2972,2011-05-08,2,0,5,17,0,0,0,3,41.0,50.0,49.0,28.360000000000003,106,245,351
2973,2011-05-08,2,0,5,18,0,0,0,1,41.0,50.0,49.0,0.0,63,205,268
2974,2011-05-08,2,0,5,19,0,0,0,1,41.0,50.0,64.0,0.0,61,178,239
2975,2011-05-08,2,0,5,20,0,0,0,1,41.0,50.0,77.0,13.43,42,132,174
2976,2011-05-08,2,0,5,21,0,0,0,1,41.0,50.0,77.0,8.959999999999999,32,95,127
2977,2011-05-08,2,0,5,22,0,0,0,1,41.0,48.480000000000004,88.0,8.959999999999999,29,86,115
2978,2011-05-08,2,0,5,23,0,0,0,1,41.0,45.45,88.0,8.959999999999999,9,41,50
2979,2011-05-09,2,0,5,0,0,1,1,1,41.0,45.45,82.0,8.959999999999999,31,22,53
2980,2011-05-09,2,0,5,1,0,1,1,1,41.0,43.94,88.0,0.0,25,8,33
2981,2011-05-09,2,0,5,2,0,1,1,1,41.0,43.94,94.0,0.0,6,2,8
2982,2011-05-09,2,0,5,3,0,1,1,1,41.0,45.45,82.0,8.959999999999999,0,7,7
2983,2011-05-09,2,0,5,4,0,1,1,1,41.0,42.42,82.0,16.42,0,4,4
2984,2011-05-09,2,0,5,5,0,1,1,1,41.0,42.42,77.0,16.42,0,23,23
2985,2011-05-09,2,0,5,6,0,1,1,1,41.0,43.94,72.0,25.369999999999997,2,87,89
2986,2011-05-09,2,0,5,7,0,1,1,1,41.0,46.97,63.0,25.369999999999997,16,221,237
2987,2011-05-09,2,0,5,8,0,1,1,1,41.0,50.0,55.00000000000001,22.39,23,351,374
2988,2011-05-09,2,0,5,9,0,1,1,1,41.0,50.0,56.00000000000001,16.42,36,142,178
2989,2011-05-09,2,0,5,10,0,1,1,1,41.0,50.0,52.0,19.400000000000002,24,95,119
2990,2011-05-09,2,0,5,11,0,1,1,1,41.0,50.0,46.0,22.39,26,99,125
2991,2011-05-09,2,0,5,12,0,1,1,1,41.0,50.0,43.0,19.400000000000002,35,160,195
2992,2011-05-09,2,0,5,13,0,1,1,1,41.0,50.0,38.0,28.360000000000003,36,138,174
2993,2011-05-09,2,0,5,14,0,1,1,1,41.0,50.0,41.0,22.39,44,118,162
2994,2011-05-09,2,0,5,15,0,1,1,1,41.0,50.0,41.0,22.39,51,148,199
2995,2011-05-09,2,0,5,16,0,1,1,1,41.0,50.0,38.0,22.39,49,255,304
2996,2011-05-09,2,0,5,17,0,1,1,1,41.0,50.0,38.0,25.369999999999997,59,539,598
2997,2011-05-09,2,0,5,18,0,1,1,1,41.0,50.0,38.0,29.849999999999998,66,458,524
2998,2011-05-09,2,0,5,19,0,1,1,1,41.0,50.0,43.0,19.400000000000002,45,339,384
2999,2011-05-09,2,0,5,20,0,1,1,1,41.0,50.0,49.0,19.400000000000002,25,214,239
3000,2011-05-09,2,0,5,21,0,1,1,1,41.0,50.0,59.0,13.43,28,128,156
3001,2011-05-09,2,0,5,22,0,1,1,1,41.0,50.0,68.0,8.959999999999999,21,95,116
3002,2011-05-09,2,0,5,23,0,1,1,1,41.0,48.480000000000004,68.0,8.959999999999999,16,45,61
3003,2011-05-10,2,0,5,0,0,2,1,1,41.0,46.97,63.0,0.0,6,12,18
3004,2011-05-10,2,0,5,1,0,2,1,1,41.0,45.45,59.0,8.959999999999999,3,12,15
3005,2011-05-10,2,0,5,2,0,2,1,1,41.0,43.94,57.99999999999999,13.43,1,4,5
3006,2011-05-10,2,0,5,3,0,2,1,1,41.0,43.94,54.0,19.400000000000002,1,3,4
3007,2011-05-10,2,0,5,4,0,2,1,1,41.0,42.42,62.0,25.369999999999997,0,2,2
3008,2011-05-10,2,0,5,5,0,2,1,1,40.0,40.910000000000004,66.0,22.39,1,28,29
3009,2011-05-10,2,0,5,6,0,2,1,1,41.0,42.42,67.0,13.43,9,103,112
3010,2011-05-10,2,0,5,7,0,2,1,2,41.0,43.94,62.0,13.43,13,301,314
3011,2011-05-10,2,0,5,8,0,2,1,2,41.0,48.480000000000004,51.0,10.45,28,397,425
3012,2011-05-10,2,0,5,9,0,2,1,2,41.0,50.0,48.0,10.45,29,176,205
3013,2011-05-10,2,0,5,10,0,2,1,2,41.0,50.0,37.0,8.959999999999999,27,100,127
3014,2011-05-10,2,0,5,11,0,2,1,2,41.0,50.0,43.0,13.43,17,108,125
3015,2011-05-10,2,0,5,12,0,2,1,2,41.0,50.0,38.0,0.0,47,170,217
3016,2011-05-10,2,0,5,13,0,2,1,2,41.0,50.0,38.0,25.369999999999997,50,152,202
3017,2011-05-10,2,0,5,14,0,2,1,2,41.0,50.0,33.0,0.0,42,134,176
3018,2011-05-10,2,0,5,15,0,2,1,2,41.0,50.0,33.0,8.959999999999999,28,152,180
3019,2011-05-10,2,0,5,16,0,2,1,1,41.0,50.0,31.0,10.45,56,271,327
3020,2011-05-10,2,0,5,17,0,2,1,1,41.0,50.0,33.0,0.0,79,532,611
3021,2011-05-10,2,0,5,18,0,2,1,1,41.0,50.0,28.999999999999996,13.43,70,480,550
3022,2011-05-10,2,0,5,19,0,2,1,1,41.0,50.0,43.0,22.39,69,365,434
3023,2011-05-10,2,0,5,20,0,2,1,1,41.0,50.0,60.0,13.43,50,241,291
3024,2011-05-10,2,0,5,21,0,2,1,1,41.0,50.0,52.0,0.0,30,173,203
3025,2011-05-10,2,0,5,22,0,2,1,1,41.0,50.0,55.00000000000001,10.45,29,121,150
3026,2011-05-10,2,0,5,23,0,2,1,2,41.0,50.0,59.0,13.43,9,72,81
3027,2011-05-11,2,0,5,0,0,3,1,2,41.0,50.0,55.00000000000001,13.43,8,30,38
3028,2011-05-11,2,0,5,1,0,3,1,2,41.0,48.480000000000004,59.0,10.45,4,16,20
3029,2011-05-11,2,0,5,2,0,3,1,1,41.0,50.0,59.0,0.0,6,4,10
3030,2011-05-11,2,0,5,3,0,3,1,1,41.0,48.480000000000004,63.0,22.39,0,3,3
3031,2011-05-11,2,0,5,4,0,3,1,2,41.0,46.97,88.0,13.43,0,2,2
3032,2011-05-11,2,0,5,5,0,3,1,1,41.0,45.45,88.0,13.43,0,20,20
3033,2011-05-11,2,0,5,6,0,3,1,1,41.0,45.45,82.0,13.43,6,93,99
3034,2011-05-11,2,0,5,7,0,3,1,1,41.0,46.97,72.0,19.400000000000002,25,293,318
3035,2011-05-11,2,0,5,8,0,3,1,1,41.0,46.97,77.0,25.369999999999997,21,421,442
3036,2011-05-11,2,0,5,9,0,3,1,1,41.0,50.0,72.0,13.43,21,182,203
3037,2011-05-11,2,0,5,10,0,3,1,1,41.0,50.0,68.0,8.959999999999999,30,124,154
3038,2011-05-11,2,0,5,11,0,3,1,1,41.0,50.0,64.0,8.959999999999999,18,123,141
3039,2011-05-11,2,0,5,12,0,3,1,1,41.0,50.0,56.00000000000001,0.0,41,185,226
3040,2011-05-11,2,0,5,13,0,3,1,1,41.0,50.0,50.0,0.0,36,157,193
3041,2011-05-11,2,0,5,14,0,3,1,1,41.0,50.0,53.0,8.959999999999999,36,141,177
3042,2011-05-11,2,0,5,15,0,3,1,1,41.0,50.0,41.0,0.0,48,131,179
3043,2011-05-11,2,0,5,16,0,3,1,1,41.0,50.0,39.0,0.0,49,240,289
3044,2011-05-11,2,0,5,17,0,3,1,1,41.0,50.0,47.0,10.45,17,242,259
3045,2011-05-11,2,0,5,18,0,3,1,1,41.0,50.0,50.0,29.849999999999998,40,234,274
3046,2011-05-11,2,0,5,19,0,3,1,1,41.0,50.0,52.0,13.43,60,341,401
3047,2011-05-11,2,0,5,20,0,3,1,1,41.0,50.0,64.0,13.43,28,245,273
3048,2011-05-11,2,0,5,21,0,3,1,1,41.0,50.0,60.0,0.0,32,202,234
3049,2011-05-11,2,0,5,22,0,3,1,1,41.0,48.480000000000004,72.0,25.369999999999997,12,134,146
3050,2011-05-11,2,0,5,23,0,3,1,1,41.0,45.45,88.0,25.369999999999997,12,69,81
3051,2011-05-12,2,0,5,0,0,4,1,2,41.0,45.45,88.0,22.39,5,39,44
3052,2011-05-12,2,0,5,1,0,4,1,1,41.0,45.45,88.0,22.39,1,16,17
3053,2011-05-12,2,0,5,2,0,4,1,1,41.0,43.94,94.0,19.400000000000002,1,14,15
3054,2011-05-12,2,0,5,3,0,4,1,1,41.0,43.94,88.0,13.43,0,5,5
3055,2011-05-12,2,0,5,4,0,4,1,1,41.0,42.42,94.0,0.0,1,5,6
3056,2011-05-12,2,0,5,5,0,4,1,1,41.0,42.42,94.0,13.43,2,27,29
3057,2011-05-12,2,0,5,6,0,4,1,1,41.0,43.94,88.0,0.0,9,103,112
3058,2011-05-12,2,0,5,7,0,4,1,1,41.0,45.45,88.0,13.43,14,283,297
3059,2011-05-12,2,0,5,8,0,4,1,1,41.0,46.97,82.0,19.400000000000002,27,394,421
3060,2011-05-12,2,0,5,9,0,4,1,2,41.0,48.480000000000004,77.0,28.360000000000003,21,191,212
3061,2011-05-12,2,0,5,10,0,4,1,2,41.0,50.0,68.0,22.39,28,119,147
3062,2011-05-12,2,0,5,11,0,4,1,1,41.0,50.0,60.0,22.39,43,136,179
3063,2011-05-12,2,0,5,12,0,4,1,1,41.0,50.0,60.0,22.39,43,164,207
3064,2011-05-12,2,0,5,13,0,4,1,2,41.0,50.0,56.99999999999999,29.849999999999998,48,170,218
3065,2011-05-12,2,0,5,14,0,4,1,2,41.0,50.0,61.0,22.39,43,148,191
3066,2011-05-12,2,0,5,15,0,4,1,2,41.0,50.0,53.0,25.369999999999997,54,163,217
3067,2011-05-12,2,0,5,16,0,4,1,2,41.0,50.0,56.99999999999999,25.369999999999997,50,238,288
3068,2011-05-12,2,0,5,17,0,4,1,2,41.0,50.0,56.99999999999999,19.400000000000002,54,540,594
3069,2011-05-12,2,0,5,18,0,4,1,1,41.0,50.0,69.0,22.39,64,463,527
3070,2011-05-12,2,0,5,19,0,4,1,2,41.0,50.0,64.0,19.400000000000002,59,305,364
3071,2011-05-12,2,0,5,20,0,4,1,1,41.0,50.0,64.0,19.400000000000002,56,220,276
3072,2011-05-12,2,0,5,21,0,4,1,1,41.0,50.0,83.0,13.43,31,192,223
3073,2011-05-12,2,0,5,22,0,4,1,1,41.0,50.0,83.0,19.400000000000002,25,147,172
3074,2011-05-12,2,0,5,23,0,4,1,2,41.0,50.0,77.0,19.400000000000002,16,87,103
3075,2011-05-13,2,0,5,0,0,5,1,2,41.0,50.0,83.0,16.42,6,46,52
3076,2011-05-13,2,0,5,1,0,5,1,1,41.0,50.0,83.0,16.42,5,15,20
3077,2011-05-13,2,0,5,2,0,5,1,2,41.0,48.480000000000004,88.0,13.43,3,8,11
3078,2011-05-13,2,0,5,3,0,5,1,2,41.0,48.480000000000004,88.0,13.43,2,2,4
3079,2011-05-13,2,0,5,4,0,5,1,3,41.0,48.480000000000004,88.0,16.42,2,3,5
3080,2011-05-13,2,0,5,5,0,5,1,2,41.0,48.480000000000004,88.0,19.400000000000002,1,24,25
3081,2011-05-13,2,0,5,6,0,5,1,3,41.0,48.480000000000004,88.0,13.43,6,76,82
3082,2011-05-13,2,0,5,7,0,5,1,3,41.0,48.480000000000004,88.0,16.42,16,141,157
3083,2011-05-13,2,0,5,8,0,5,1,2,41.0,48.480000000000004,88.0,19.400000000000002,26,361,387
3084,2011-05-13,2,0,5,9,0,5,1,2,41.0,48.480000000000004,88.0,19.400000000000002,18,215,233
3085,2011-05-13,2,0,5,10,0,5,1,2,41.0,50.0,83.0,13.43,31,99,130
3086,2011-05-13,2,0,5,11,0,5,1,2,41.0,50.0,83.0,16.42,56,90,146
3087,2011-05-13,2,0,5,12,0,5,1,2,41.0,50.0,88.0,19.400000000000002,53,170,223
3088,2011-05-13,2,0,5,13,0,5,1,2,41.0,50.0,88.0,38.81,69,157,226
3089,2011-05-13,2,0,5,14,0,5,1,2,41.0,50.0,87.0,28.360000000000003,70,120,190
3090,2011-05-13,2,0,5,15,0,5,1,2,41.0,50.0,88.0,16.42,56,142,198
3091,2011-05-13,2,0,5,16,0,5,1,2,41.0,50.0,88.0,13.43,44,256,300
3092,2011-05-13,2,0,5,17,0,5,1,3,41.0,50.0,88.0,16.42,62,429,491
3093,2011-05-13,2,0,5,18,0,5,1,3,41.0,50.0,88.0,16.42,39,359,398
3094,2011-05-13,2,0,5,19,0,5,1,2,41.0,50.0,83.0,19.400000000000002,25,245,270
3095,2011-05-13,2,0,5,20,0,5,1,2,41.0,50.0,83.0,13.43,22,130,152
3096,2011-05-13,2,0,5,21,0,5,1,2,41.0,50.0,84.0,16.42,24,130,154
3097,2011-05-13,2,0,5,22,0,5,1,2,41.0,50.0,83.0,22.39,25,107,132
3098,2011-05-13,2,0,5,23,0,5,1,3,41.0,48.480000000000004,88.0,16.42,31,88,119
3099,2011-05-14,2,0,5,0,0,6,0,2,41.0,48.480000000000004,88.0,13.43,24,78,102
3100,2011-05-14,2,0,5,1,0,6,0,2,41.0,48.480000000000004,88.0,13.43,18,64,82
3101,2011-05-14,2,0,5,2,0,6,0,2,41.0,48.480000000000004,88.0,13.43,15,37,52
3102,2011-05-14,2,0,5,3,0,6,0,2,41.0,48.480000000000004,88.0,13.43,5,30,35
3103,2011-05-14,2,0,5,4,0,6,0,2,41.0,48.480000000000004,82.0,16.42,1,4,5
3104,2011-05-14,2,0,5,5,0,6,0,2,41.0,48.480000000000004,82.0,10.45,7,7,14
3105,2011-05-14,2,0,5,6,0,6,0,2,41.0,48.480000000000004,88.0,10.45,2,9,11
3106,2011-05-14,2,0,5,7,0,6,0,3,41.0,46.97,100.0,0.0,4,28,32
3107,2011-05-14,2,0,5,8,0,6,0,3,41.0,48.480000000000004,94.0,0.0,16,72,88
3108,2011-05-14,2,0,5,9,0,6,0,2,41.0,50.0,94.0,8.959999999999999,14,86,100
3109,2011-05-14,2,0,5,10,0,6,0,2,41.0,50.0,94.0,16.42,34,133,167
3110,2011-05-14,2,0,5,11,0,6,0,2,41.0,50.0,94.0,13.43,72,207,279
3111,2011-05-14,2,0,5,12,0,6,0,3,41.0,50.0,100.0,8.959999999999999,75,204,279
3112,2011-05-14,2,0,5,13,0,6,0,3,41.0,50.0,100.0,8.959999999999999,68,180,248
3113,2011-05-14,2,0,5,14,0,6,0,2,41.0,50.0,94.0,13.43,57,159,216
3114,2011-05-14,2,0,5,15,0,6,0,2,41.0,50.0,94.0,16.42,73,221,294
3115,2011-05-14,2,0,5,16,0,6,0,2,41.0,50.0,94.0,19.400000000000002,107,188,295
3116,2011-05-14,2,0,5,17,0,6,0,2,41.0,50.0,88.0,19.400000000000002,78,194,272
3117,2011-05-14,2,0,5,18,0,6,0,2,41.0,50.0,88.0,22.39,88,216,304
3118,2011-05-14,2,0,5,19,0,6,0,3,41.0,50.0,94.0,13.43,69,179,248
3119,2011-05-14,2,0,5,20,0,6,0,3,41.0,50.0,94.0,13.43,42,115,157
3120,2011-05-14,2,0,5,21,0,6,0,3,41.0,50.0,94.0,22.39,15,44,59
3121,2011-05-14,2,0,5,22,0,6,0,3,41.0,50.0,94.0,16.42,7,19,26
3122,2011-05-14,2,0,5,23,0,6,0,3,41.0,50.0,100.0,19.400000000000002,11,33,44
3123,2011-05-15,2,0,5,0,0,0,0,2,41.0,50.0,100.0,0.0,5,34,39
3124,2011-05-15,2,0,5,1,0,0,0,2,41.0,50.0,100.0,10.45,4,43,47
3125,2011-05-15,2,0,5,2,0,0,0,2,41.0,50.0,100.0,13.43,13,37,50
3126,2011-05-15,2,0,5,3,0,0,0,2,41.0,50.0,100.0,0.0,11,21,32
3127,2011-05-15,2,0,5,4,0,0,0,2,41.0,50.0,100.0,0.0,5,8,13
3128,2011-05-15,2,0,5,5,0,0,0,3,41.0,50.0,100.0,10.45,3,11,14
3129,2011-05-15,2,0,5,6,0,0,0,2,41.0,50.0,100.0,13.43,3,14,17
3130,2011-05-15,2,0,5,7,0,0,0,2,41.0,50.0,100.0,13.43,4,38,42
3131,2011-05-15,2,0,5,8,0,0,0,2,41.0,50.0,94.0,13.43,24,46,70
3132,2011-05-15,2,0,5,9,0,0,0,1,41.0,50.0,83.0,25.369999999999997,36,98,134
3133,2011-05-15,2,0,5,10,0,0,0,1,41.0,50.0,83.0,22.39,73,153,226
3134,2011-05-15,2,0,5,11,0,0,0,1,41.0,50.0,78.0,22.39,120,202,322
3135,2011-05-15,2,0,5,12,0,0,0,1,41.0,50.0,73.0,29.849999999999998,120,247,367
3136,2011-05-15,2,0,5,13,0,0,0,1,41.0,50.0,73.0,28.360000000000003,195,261,456
3137,2011-05-15,2,0,5,14,0,0,0,1,41.0,50.0,73.0,19.400000000000002,183,254,437
3138,2011-05-15,2,0,5,15,0,0,0,1,41.0,50.0,69.0,25.369999999999997,206,253,459
3139,2011-05-15,2,0,5,16,0,0,0,1,41.0,50.0,69.0,25.369999999999997,158,282,440
3140,2011-05-15,2,0,5,17,0,0,0,3,41.0,50.0,78.0,35.82,137,255,392
3141,2011-05-15,2,0,5,18,0,0,0,1,41.0,50.0,78.0,25.369999999999997,60,177,237
3142,2011-05-15,2,0,5,19,0,0,0,1,41.0,50.0,83.0,10.45,78,153,231
3143,2011-05-15,2,0,5,20,0,0,0,1,41.0,50.0,88.0,0.0,53,138,191
3144,2011-05-15,2,0,5,21,0,0,0,1,41.0,50.0,88.0,0.0,44,107,151
3145,2011-05-15,2,0,5,22,0,0,0,1,41.0,50.0,83.0,0.0,29,88,117
3146,2011-05-15,2,0,5,23,0,0,0,1,41.0,50.0,88.0,22.39,18,51,69
3147,2011-05-16,2,0,5,0,0,1,1,1,41.0,50.0,94.0,10.45,17,21,38
3148,2011-05-16,2,0,5,1,0,1,1,1,41.0,50.0,94.0,13.43,6,8,14
3149,2011-05-16,2,0,5,2,0,1,1,1,41.0,48.480000000000004,100.0,8.959999999999999,4,9,13
3150,2011-05-16,2,0,5,3,0,1,1,1,41.0,48.480000000000004,94.0,16.42,1,3,4
3151,2011-05-16,2,0,5,4,0,1,1,1,41.0,48.480000000000004,100.0,13.43,1,5,6
3152,2011-05-16,2,0,5,5,0,1,1,1,41.0,48.480000000000004,93.0,19.400000000000002,1,20,21
3153,2011-05-16,2,0,5,6,0,1,1,1,41.0,50.0,88.0,16.42,11,93,104
3154,2011-05-16,2,0,5,7,0,1,1,1,41.0,50.0,83.0,28.360000000000003,27,245,272
3155,2011-05-16,2,0,5,8,0,1,1,1,41.0,50.0,73.0,29.849999999999998,28,366,394
3156,2011-05-16,2,0,5,9,0,1,1,1,41.0,50.0,69.0,19.400000000000002,38,156,194
3157,2011-05-16,2,0,5,10,0,1,1,1,41.0,50.0,65.0,8.959999999999999,37,75,112
3158,2011-05-16,2,0,5,11,0,1,1,1,41.0,50.0,56.99999999999999,0.0,56,129,185
3159,2011-05-16,2,0,5,12,0,1,1,1,41.0,50.0,54.0,8.959999999999999,72,137,209
3160,2011-05-16,2,0,5,13,0,1,1,1,41.0,50.0,51.0,0.0,61,153,214
3161,2011-05-16,2,0,5,14,0,1,1,1,41.0,50.0,51.0,0.0,76,117,193
3162,2011-05-16,2,0,5,15,0,1,1,1,41.0,50.0,51.0,0.0,55,110,165
3163,2011-05-16,2,0,5,16,0,1,1,3,41.0,50.0,78.0,25.369999999999997,45,181,226
3164,2011-05-16,2,0,5,17,0,1,1,1,41.0,50.0,88.0,22.39,47,227,274
3165,2011-05-16,2,0,5,18,0,1,1,3,41.0,50.0,83.0,19.400000000000002,55,398,453
3166,2011-05-16,2,0,5,19,0,1,1,1,41.0,50.0,83.0,25.369999999999997,36,272,308
3167,2011-05-16,2,0,5,20,0,1,1,1,41.0,50.0,83.0,0.0,31,167,198
3168,2011-05-16,2,0,5,21,0,1,1,1,41.0,50.0,83.0,0.0,28,149,177
3169,2011-05-16,2,0,5,22,0,1,1,1,41.0,50.0,88.0,8.959999999999999,22,105,127
3170,2011-05-16,2,0,5,23,0,1,1,1,41.0,50.0,88.0,8.959999999999999,18,39,57
3171,2011-05-17,2,0,5,0,0,2,1,2,41.0,50.0,88.0,0.0,13,18,31
3172,2011-05-17,2,0,5,1,0,2,1,3,41.0,50.0,88.0,0.0,7,6,13
3173,2011-05-17,2,0,5,2,0,2,1,3,41.0,50.0,88.0,0.0,4,4,8
3174,2011-05-17,2,0,5,3,0,2,1,3,41.0,50.0,94.0,25.369999999999997,1,3,4
3175,2011-05-17,2,0,5,4,0,2,1,3,41.0,50.0,94.0,25.369999999999997,2,2,4
3176,2011-05-17,2,0,5,5,0,2,1,3,41.0,50.0,94.0,25.369999999999997,0,22,22
3177,2011-05-17,2,0,5,6,0,2,1,3,41.0,50.0,94.0,25.369999999999997,0,49,49
